API_NO,WELL_NAME,FIELD,OPERATOR,LATITUDE,LONGITUDE,COUNTY,STATE,FORMATION,STATUS,SPUD_DATE,FIRST_PROD_DATE,TVD_FT,MD_FT,LATERAL_LENGTH_FT,PERF_TOP_FT,PERF_BOTTOM_FT
42-475-89616,Cole 7H,Kermit,Texas Energy LLC,31.43188,-103.430688,Ward,TX,3rd Bone Spring,ACTIVE,2022-11-03,2023-01-11,11227,24458,13698,10976,11386
42-301-63584,Mitchell 6H,Kermit,Texas Energy LLC,31.629222,-103.7215,Loving,TX,Wolfcamp C,SHUT-IN,2022-01-09,2022-03-27,11620,22076,9956,11318,11841
42-389-84002,Reed 2H,Monahans,Texas Energy LLC,31.338441,-103.108076,Reeves,TX,Bone Spring,ACTIVE,2022-09-26,2022-12-18,12246,22477,10029,11798,12423
42-475-79033,Morgan 3H,Buena Vista,Texas Energy LLC,31.433797,-103.190213,Ward,TX,Delaware Mountain,ACTIVE,2024-06-18,2024-08-03,13268,23901,10636,12786,13471
42-389-73649,King 12V,Loving,Texas Energy LLC,31.582923,-103.647287,Reeves,TX,Wolfcamp A,ACTIVE,2023-02-28,2023-04-18,12369,21694,8880,11871,12582
42-301-72317,Gibson 4H,Pecos Valley,Texas Energy LLC,31.98631,-103.615268,Loving,TX,Wolfcamp A,ACTIVE,2024-10-09,2024-12-03,11819,26239,14622,11639,11876
42-389-92344,Flores 9H,Fort Stockton,Texas Energy LLC,31.746724,-103.784853,Reeves,TX,Wolfcamp A,ACTIVE,2023-04-12,2023-05-29,11155,17253,6189,11031,11237
42-475-74453,West 11H,Ward-Estes,Texas Energy LLC,31.660868,-103.073273,Ward,TX,Wolfcamp A,ACTIVE,2025-07-27,2025-10-23,11451,24507,12738,11269,11660
42-495-76658,Davis 7H,Mentone,Texas Energy LLC,31.959056,-103.121266,Winkler,TX,Wolfcamp C,ACTIVE,2025-07-28,2025-09-19,12848,27068,13891,12638,13002
42-371-76698,Cattle Co 3H,Red Hills,Texas Energy LLC,30.630902,-103.466189,Pecos,TX,Brushy Canyon,ACTIVE,2022-02-04,2022-05-02,12539,20802,8204,12158,12609
42-371-95691,Taylor 4H,Buena Vista,Texas Energy LLC,30.921084,-102.618309,Pecos,TX,Bone Spring,ACTIVE,2022-06-22,2022-09-09,10876,16877,6104,10509,10938
42-389-72026,Wood 3H,Pecos Valley,Texas Energy LLC,31.559577,-103.302579,Reeves,TX,3rd Bone Spring,ACTIVE,2024-07-16,2024-09-07,13288,20916,7757,13032,13574
42-109-72733,Nelson 10V,Buena Vista,Texas Energy LLC,31.692128,-104.028434,Culberson,TX,1st Bone Spring,ACTIVE,2025-03-17,2025-06-01,10162,16168,6249,9982,10418
42-109-59215,Rivera 8H,Pecos Valley,Texas Energy LLC,31.66146,-104.517682,Culberson,TX,Delaware Mountain,ACTIVE,2023-08-06,2023-10-04,9131,22719,13430,8888,9235
42-389-80296,Howard 4H,Kermit,Texas Energy LLC,31.197066,-103.273874,Reeves,TX,Bone Spring,ACTIVE,2025-10-21,2025-12-26,11416,26238,14546,11236,11629
42-389-30973,Ross 1H,Monahans,Texas Energy LLC,31.242009,-103.420088,Reeves,TX,Bone Spring,ACTIVE,2023-04-08,2023-06-02,13324,28054,14659,13004,13464
42-389-79921,Adams 5H,Red Hills,Texas Energy LLC,31.116261,-103.330822,Reeves,TX,Brushy Canyon,ACTIVE,2023-01-23,2023-03-27,10171,23570,13866,9888,10429
42-371-45386,Resources 12V,Culberson County,Texas Energy LLC,31.120505,-103.49197,Pecos,TX,1st Bone Spring,SHUT-IN,2025-03-20,2025-05-12,10192,18906,8390,10062,10387
42-371-65173,James 5H,Ward-Estes,Texas Energy LLC,30.537719,-102.921433,Pecos,TX,1st Bone Spring,ACTIVE,2024-12-05,2025-01-31,9128,15596,6825,8929,9217
42-475-96255,King 6V,Balmorhea,Texas Energy LLC,31.301078,-103.23167,Ward,TX,Wolfcamp C,SHUT-IN,2025-02-17,2025-05-01,8955,21019,12429,8593,9111
42-389-85293,Powell 3H,Mentone,Texas Energy LLC,31.066459,-103.100579,Reeves,TX,Avalon Shale,ACTIVE,2023-08-22,2023-10-17,11729,23654,12422,11369,11879
42-495-49322,Peterson 1H,Buena Vista,Texas Energy LLC,32.065411,-103.026137,Winkler,TX,Wolfcamp A,ACTIVE,2023-05-01,2023-07-11,11437,21766,9922,11093,11554
42-389-56144,Cook 9H,Buena Vista,Texas Energy LLC,31.708632,-103.579083,Reeves,TX,Brushy Canyon,SHUT-IN,2024-01-25,2024-04-20,10065,19617,9687,9566,10127
42-475-30937,Cox 9H,Orla,Texas Energy LLC,31.374691,-103.459686,Ward,TX,Wolfcamp B,ACTIVE,2024-05-18,2024-07-25,12685,23711,11363,12482,12928
42-389-86020,Fisher 6H,Fort Stockton,Texas Energy LLC,31.064697,-103.183922,Reeves,TX,Avalon Shale,ACTIVE,2023-04-02,2023-05-19,12287,18777,6161,11967,12488
42-495-74676,Campbell 8H,Culberson County,Texas Energy LLC,31.845337,-103.472862,Winkler,TX,Bone Spring,ACTIVE,2025-12-22,2026-02-28,12207,18674,6868,11719,12425
42-109-74914,Sanders 3H,Toyah,Texas Energy LLC,31.586434,-104.344477,Culberson,TX,Delaware Mountain,ACTIVE,2022-08-11,2022-11-04,9948,20231,10134,9819,9999
42-495-53254,Richardson 1H,Wink,Texas Energy LLC,32.086517,-103.125333,Winkler,TX,2nd Bone Spring,ACTIVE,2024-07-27,2024-09-14,12000,25584,14018,11751,12170
42-371-49441,Cooper 7V,Ward-Estes,Texas Energy LLC,30.57297,-103.477316,Pecos,TX,Wolfcamp A,SHUT-IN,2023-01-13,2023-03-27,13054,26822,14013,12906,13222
42-389-65038,Campbell 5H,Wink,Texas Energy LLC,31.062216,-103.452653,Reeves,TX,Wolfcamp C,ACTIVE,2025-10-09,2025-12-21,13171,18016,5176,12888,13444
42-475-71781,Watson 11V,Van Horn,Texas Energy LLC,31.663001,-103.317093,Ward,TX,Wolfcamp B,ACTIVE,2024-06-16,2024-08-21,13155,23904,10623,12764,13299
42-475-94238,Owens 8H,Ward-Estes,Texas Energy LLC,31.688175,-103.339044,Ward,TX,Wolfcamp A,ACTIVE,2024-09-27,2024-11-26,10186,16040,6278,9833,10251
42-475-34526,Ellis 10H,Reeves County,Texas Energy LLC,31.52181,-103.337993,Ward,TX,Delaware Mountain,ACTIVE,2023-08-03,2023-09-21,9646,16733,7483,9279,9737
42-301-41995,Richardson 5H,Toyah,Texas Energy LLC,31.602078,-103.845866,Loving,TX,Wolfcamp A,SHUT-IN,2025-09-18,2025-12-04,11842,18060,6692,11697,11982
42-389-69741,Land Trust 4H,Imperial,Texas Energy LLC,31.492465,-103.42259,Reeves,TX,Wolfcamp B,ACTIVE,2025-05-24,2025-08-21,10021,19569,9535,9578,10082
42-371-76097,Patterson 11H,Balmorhea,Texas Energy LLC,30.893821,-102.811918,Pecos,TX,Wolfcamp A,ACTIVE,2022-01-21,2022-04-18,12295,21746,9379,12022,12502
42-371-41753,Brooks 5H,Balmorhea,Texas Energy LLC,31.017307,-102.536037,Pecos,TX,Wolfcamp C,SHUT-IN,2024-04-27,2024-07-01,8978,16253,7542,8604,9231
42-475-39652,Edwards 6V,Imperial,Texas Energy LLC,31.297281,-103.012812,Ward,TX,Wolfcamp B,ACTIVE,2022-03-04,2022-05-23,13117,22650,9084,12678,13319
42-475-56485,Hughes 12H,Culberson County,Texas Energy LLC,31.613976,-103.364434,Ward,TX,Wolfcamp A,SHUT-IN,2023-04-02,2023-06-28,12850,21700,8697,12631,12913
42-371-84675,Russell 11H,Coyanosa,Texas Energy LLC,31.211312,-103.647977,Pecos,TX,Wolfcamp C,ACTIVE,2024-12-07,2025-02-20,11316,23231,12178,10957,11422
42-371-30914,State 11V,Kermit,Texas Energy LLC,30.645649,-103.427165,Pecos,TX,Wolfcamp B,ACTIVE,2022-01-06,2022-04-02,10604,20105,9803,10111,10688
42-389-84379,Alexander 7H,Kermit,Texas Energy LLC,31.523938,-103.216415,Reeves,TX,Wolfcamp A,ACTIVE,2025-08-08,2025-10-15,9313,20388,11018,8883,9454
42-389-43076,Land Trust 9V,Mentone,Texas Energy LLC,31.123749,-103.403049,Reeves,TX,1st Bone Spring,ACTIVE,2023-01-21,2023-04-07,8557,20036,11582,8091,8801
42-495-98337,Reynolds 5V,Toyah,Texas Energy LLC,31.953427,-103.363252,Winkler,TX,Bone Spring,ACTIVE,2025-11-13,2026-01-20,13314,19618,6275,13086,13460
42-389-48894,Diaz 3H,Ward-Estes,Texas Energy LLC,31.598932,-103.105953,Reeves,TX,Delaware Mountain,ACTIVE,2025-04-27,2025-06-23,13397,20151,6783,13226,13638
42-109-44637,Washington 1H,Toyah,Texas Energy LLC,31.399565,-104.274544,Culberson,TX,Brushy Canyon,ACTIVE,2023-08-27,2023-10-27,9720,23697,14033,9275,9867
42-301-48927,Ward 5H,Pecos Valley,Texas Energy LLC,31.714745,-103.634511,Loving,TX,Wolfcamp B,ACTIVE,2024-03-02,2024-05-15,11861,26104,13871,11645,12013
42-389-50124,University 12H,Orla,Texas Energy LLC,31.596658,-103.429737,Reeves,TX,1st Bone Spring,ACTIVE,2024-04-15,2024-06-20,10176,24202,14409,9854,10422
42-389-36765,Reynolds 10H,Delaware Basin,Texas Energy LLC,31.525056,-103.595773,Reeves,TX,Wolfcamp B,ACTIVE,2023-09-03,2023-11-04,10564,17865,7171,10321,10684
42-389-63079,Griffin 9H,Delaware Basin,Texas Energy LLC,31.774354,-103.27711,Reeves,TX,Wolfcamp A,ACTIVE,2022-01-22,2022-04-12,12694,20156,7292,12203,12793
42-389-70285,White 6H,Balmorhea,Texas Energy LLC,31.392602,-103.715639,Reeves,TX,Brushy Canyon,ACTIVE,2024-07-04,2024-08-18,8924,22054,13129,8571,9024
42-475-56805,Bell 5H,Kermit,Texas Energy LLC,31.398316,-103.380335,Ward,TX,Wolfcamp C,SHUT-IN,2024-06-17,2024-09-01,12317,19254,6615,11848,12487
42-301-46236,Barnes 10H,Imperial,Texas Energy LLC,31.87247,-103.879031,Loving,TX,Wolfcamp A,ACTIVE,2024-06-06,2024-08-06,9240,18438,9670,8943,9302
42-301-36265,Diaz 5H,Buena Vista,Texas Energy LLC,31.729805,-103.650448,Loving,TX,Wolfcamp A,ACTIVE,2025-06-25,2025-08-20,12594,18891,6456,12314,12801
42-371-79166,Reynolds 4H,Fort Stockton,Texas Energy LLC,30.520339,-102.672207,Pecos,TX,Wolfcamp A,ACTIVE,2023-07-19,2023-09-09,9260,17146,7868,8864,9495
42-389-42224,King 7H,Monahans,Texas Energy LLC,31.741094,-103.205913,Reeves,TX,Bone Spring,ACTIVE,2023-07-01,2023-09-08,10672,22918,12454,10356,10900
42-495-46757,Washington 10H,Pecos Valley,Texas Energy LLC,31.778354,-103.460434,Winkler,TX,Wolfcamp C,SHUT-IN,2024-08-05,2024-11-03,11846,21529,9310,11662,12059
42-371-91438,Land Trust 2H,Coyanosa,Texas Energy LLC,31.078008,-103.200179,Pecos,TX,Delaware Mountain,ACTIVE,2025-04-15,2025-06-27,13074,18450,5493,12903,13271
42-371-52523,Nelson 9V,Toyah,Texas Energy LLC,31.144568,-102.727345,Pecos,TX,Wolfcamp A,ACTIVE,2024-08-04,2024-09-24,10516,21900,11658,10293,10683
42-475-77880,Cook 2V,Red Hills,Texas Energy LLC,31.677834,-103.443161,Ward,TX,Delaware Mountain,SHUT-IN,2023-04-01,2023-06-17,12776,20250,7115,12366,12907
42-495-84419,Washington 6H,Coyanosa,Texas Energy LLC,31.998443,-103.116858,Winkler,TX,2nd Bone Spring,ACTIVE,2022-03-26,2022-05-21,13005,24600,11579,12733,13223
42-495-63951,Beal 3H,Coyanosa,Texas Energy LLC,31.802143,-103.126175,Winkler,TX,1st Bone Spring,ACTIVE,2025-01-27,2025-04-15,8993,22267,13392,8885,9187
42-475-93040,Ellis 5H,Wink,Texas Energy LLC,31.347709,-103.390535,Ward,TX,Brushy Canyon,ACTIVE,2025-02-06,2025-04-21,11112,17827,6860,10656,11263
42-371-40832,Ranch 2H,Reeves County,Texas Energy LLC,30.670574,-102.798334,Pecos,TX,Wolfcamp B,ACTIVE,2025-04-22,2025-06-17,9062,22147,12672,8811,9166
42-495-75251,Ross 1H,Fort Stockton,Texas Energy LLC,31.751281,-103.15272,Winkler,TX,Wolfcamp B,ACTIVE,2024-04-14,2024-06-20,13003,23406,10351,12716,13152
42-475-65251,Edwards 4H,Mentone,Texas Energy LLC,31.245379,-103.113296,Ward,TX,Wolfcamp B,ACTIVE,2023-08-05,2023-10-18,13307,23479,10291,12919,13453
42-495-70567,Turner 9V,Culberson County,Texas Energy LLC,31.924664,-103.002654,Winkler,TX,Wolfcamp B,ACTIVE,2023-09-05,2023-12-01,13096,18738,5286,12851,13357
42-109-73749,Washington 4V,Loving,Texas Energy LLC,31.522818,-104.701018,Culberson,TX,3rd Bone Spring,ACTIVE,2024-09-25,2024-12-13,9152,23602,13993,8757,9424
42-109-86603,Howard 2V,Loving,Texas Energy LLC,31.430016,-104.3313,Culberson,TX,Wolfcamp B,SHUT-IN,2022-02-09,2022-04-04,11612,19396,7527,11313,11743
42-301-68919,Cox 9V,Reeves County,Texas Energy LLC,31.952907,-103.956436,Loving,TX,Bone Spring,ACTIVE,2025-12-06,2026-02-25,9401,14877,5181,9037,9529
42-389-37287,Gray 2H,Fort Stockton,Texas Energy LLC,31.345859,-103.210301,Reeves,TX,Wolfcamp B,ACTIVE,2023-12-23,2024-02-26,11105,20535,9256,10979,11337
42-389-83835,Gray 9H,Buena Vista,Texas Energy LLC,31.693241,-103.656528,Reeves,TX,Wolfcamp A,ACTIVE,2023-04-24,2023-06-21,10289,20964,11076,10171,10404
42-371-39872,Morris 5H,Van Horn,Texas Energy LLC,31.172304,-103.103416,Pecos,TX,Wolfcamp B,ACTIVE,2023-10-24,2023-12-13,13236,19894,6552,12964,13355
42-301-63962,Scott 5H,Culberson County,Texas Energy LLC,31.650854,-103.69665,Loving,TX,Wolfcamp A,ACTIVE,2025-12-27,2026-02-25,8926,23806,14627,8774,9020
42-371-39666,Johnson 8H,Kermit,Texas Energy LLC,30.600261,-103.387864,Pecos,TX,1st Bone Spring,ACTIVE,2023-03-14,2023-05-30,8953,16017,7034,8775,9080
42-389-59958,White 11V,Wink,Texas Energy LLC,31.02116,-103.400243,Reeves,TX,Avalon Shale,ACTIVE,2024-01-07,2024-03-02,9367,15257,6028,8914,9475
42-475-69691,Cooper 9H,Fort Stockton,Texas Energy LLC,31.598165,-103.20429,Ward,TX,Wolfcamp B,ACTIVE,2022-06-27,2022-08-29,9128,15736,6479,8724,9307
42-475-86810,Land Trust 8H,Coyanosa,Texas Energy LLC,31.580162,-103.090198,Ward,TX,2nd Bone Spring,ACTIVE,2024-10-18,2024-12-11,13028,20669,7878,12734,13196
42-495-37570,Washington 11V,Monahans,Texas Energy LLC,31.759919,-103.477461,Winkler,TX,3rd Bone Spring,ACTIVE,2023-05-08,2023-07-11,10402,21029,10870,10032,10555
42-109-91853,State 11H,Loving,Texas Energy LLC,31.387543,-104.222352,Culberson,TX,2nd Bone Spring,ACTIVE,2023-08-26,2023-11-09,12343,25253,12469,11861,12636
42-389-79836,Ramirez 1H,Van Horn,Texas Energy LLC,31.42274,-103.555788,Reeves,TX,Wolfcamp B,ACTIVE,2023-11-23,2024-02-02,9054,17664,8579,8887,9342
42-475-73025,State 1H,Orla,Texas Energy LLC,31.410552,-103.015171,Ward,TX,Bone Spring,ACTIVE,2023-04-11,2023-07-04,12821,22251,9471,12565,12912
42-389-90211,Wheeler 11H,Van Horn,Texas Energy LLC,31.429791,-103.671361,Reeves,TX,1st Bone Spring,ACTIVE,2023-04-26,2023-06-24,11020,21819,10423,10872,11087
42-389-87377,Alexander 3H,Ward-Estes,Texas Energy LLC,31.792789,-103.433152,Reeves,TX,Wolfcamp B,SHUT-IN,2025-06-22,2025-09-13,8928,18977,10482,8660,9002
42-475-60475,Foster 9H,Pecos Valley,Texas Energy LLC,31.655043,-103.458091,Ward,TX,Wolfcamp B,ACTIVE,2022-10-17,2022-12-08,12757,17758,5117,12322,12859
42-389-60266,Bass 6H,Imperial,Texas Energy LLC,31.477089,-103.638361,Reeves,TX,1st Bone Spring,ACTIVE,2023-09-28,2023-12-20,12340,23154,11126,12042,12515
42-389-95147,Harrison 9H,Van Horn,Texas Energy LLC,31.582046,-103.13398,Reeves,TX,Wolfcamp C,SHUT-IN,2025-04-15,2025-06-22,12405,26242,14226,11976,12534
42-389-48156,Stewart 11H,Imperial,Texas Energy LLC,31.331645,-103.572002,Reeves,TX,Brushy Canyon,ACTIVE,2022-06-17,2022-09-05,9564,15979,6060,9196,9835
42-389-58316,Owens 10H,Red Hills,Texas Energy LLC,31.473427,-103.605823,Reeves,TX,Wolfcamp A,ACTIVE,2023-07-15,2023-09-03,10582,23012,11968,10127,10668
42-475-30665,Bennett 12V,Grandfalls,Texas Energy LLC,31.408886,-103.477888,Ward,TX,Wolfcamp A,ACTIVE,2025-08-26,2025-11-23,9302,21721,12412,9079,9373
42-301-80581,Edwards 9H,Van Horn,Texas Energy LLC,31.845438,-103.511286,Loving,TX,Bone Spring,ACTIVE,2023-05-27,2023-08-16,10859,22231,11022,10698,10914
42-389-51916,Wood 2H,Loving,Texas Energy LLC,31.347741,-103.505228,Reeves,TX,Wolfcamp B,SHUT-IN,2025-10-20,2025-12-16,12250,18640,6752,11995,12301
42-475-50446,Williams 11H,Buena Vista,Texas Energy LLC,31.589469,-103.440061,Ward,TX,1st Bone Spring,ACTIVE,2022-08-12,2022-11-04,11083,24568,13066,10689,11355
42-475-84645,Watson 10H,Imperial,Texas Energy LLC,31.659524,-103.147476,Ward,TX,Wolfcamp A,ACTIVE,2022-10-17,2022-12-16,10736,23780,13267,10332,10825
42-301-71193,Moore 8H,Buena Vista,Texas Energy LLC,31.649446,-103.944842,Loving,TX,2nd Bone Spring,ACTIVE,2022-06-16,2022-08-07,11652,21265,9646,11245,11890
42-389-52119,Foster 5H,Kermit,Texas Energy LLC,31.039826,-103.367397,Reeves,TX,Wolfcamp A,ACTIVE,2022-01-23,2022-04-11,12064,24844,12433,11620,12240
42-109-47790,Cook 8H,Coyanosa,Texas Energy LLC,31.32344,-104.601071,Culberson,TX,Wolfcamp A,ACTIVE,2022-01-10,2022-03-10,12192,26610,14493,11834,12431
42-475-39289,Myers 8H,Reeves County,Texas Energy LLC,31.206543,-103.039482,Ward,TX,Wolfcamp C,ACTIVE,2024-09-24,2024-12-04,11523,17821,5955,11108,11641
42-389-86314,Bell 5H,Orla,Texas Energy LLC,31.659878,-103.4537,Reeves,TX,Bone Spring,SHUT-IN,2025-06-22,2025-08-09,8876,15648,6631,8541,8930
42-475-58607,Reynolds 4V,Red Hills,Texas Energy LLC,31.413262,-103.087766,Ward,TX,Wolfcamp A,ACTIVE,2023-02-02,2023-03-23,12546,23609,10639,12071,12611
42-495-50207,Russell 12H,Toyah,Texas Energy LLC,31.958301,-103.41382,Winkler,TX,1st Bone Spring,ACTIVE,2025-02-11,2025-05-09,10623,23577,13427,10193,10844
42-475-56171,Diaz 5H,Mentone,Texas Energy LLC,31.248493,-103.396524,Ward,TX,Wolfcamp C,ACTIVE,2024-07-16,2024-09-30,10670,17320,6493,10292,10819
42-495-41818,Morgan 7H,Fort Stockton,Texas Energy LLC,31.869264,-103.095518,Winkler,TX,Wolfcamp B,ACTIVE,2024-03-06,2024-05-06,10975,16918,6229,10750,11176
42-371-57688,Long 9H,Orla,Texas Energy LLC,30.916696,-103.168525,Pecos,TX,Delaware Mountain,ACTIVE,2025-09-21,2025-11-11,12973,22497,9230,12753,13271
42-495-38089,Clayton 1V,Loving,Texas Energy LLC,31.805141,-103.08826,Winkler,TX,Wolfcamp A,ACTIVE,2025-12-22,2026-02-14,11974,25712,14221,11780,12266
42-301-30402,Torres 6V,Orla,Texas Energy LLC,31.952913,-103.65994,Loving,TX,3rd Bone Spring,ACTIVE,2022-05-20,2022-07-08,9509,23280,13617,9014,9706
42-371-79692,Ramirez 5H,Buena Vista,Texas Energy LLC,30.722605,-102.563435,Pecos,TX,Wolfcamp C,ACTIVE,2024-04-21,2024-06-09,8829,14809,5508,8603,8930
42-389-41818,Hughes 6H,Kermit,Texas Energy LLC,31.579308,-103.692103,Reeves,TX,Wolfcamp C,ACTIVE,2025-12-07,2026-02-20,11582,24398,12593,11358,11827
42-371-80021,Taylor 8H,Orla,Texas Energy LLC,30.918363,-102.525788,Pecos,TX,Bone Spring,ACTIVE,2024-03-16,2024-05-09,12835,25672,12581,12542,12892
42-389-99989,Williams 4H,Mentone,Texas Energy LLC,31.430665,-103.610937,Reeves,TX,3rd Bone Spring,ACTIVE,2022-02-09,2022-04-07,8886,23754,14889,8628,8978
42-109-30088,Roberts 6V,Orla,Texas Energy LLC,31.62466,-104.335376,Culberson,TX,Bone Spring,ACTIVE,2025-08-15,2025-10-08,12053,22837,10287,11645,12317
42-475-59199,Bailey 10V,Coyanosa,Texas Energy LLC,31.486519,-103.161585,Ward,TX,Wolfcamp A,ACTIVE,2024-05-05,2024-07-30,8862,18175,8821,8716,9002
42-389-32380,Gray 10V,Coyanosa,Texas Energy LLC,31.523358,-103.124973,Reeves,TX,Brushy Canyon,ACTIVE,2023-02-11,2023-04-07,11214,21979,11102,10757,11326
42-301-32503,Cole 8H,Toyah,Texas Energy LLC,31.65693,-103.597279,Loving,TX,Wolfcamp A,ACTIVE,2022-07-23,2022-10-15,11538,20190,8830,11301,11766
42-389-71742,Griffin 5H,Balmorhea,Texas Energy LLC,31.361204,-103.615126,Reeves,TX,Avalon Shale,ACTIVE,2024-05-10,2024-06-28,9396,22527,13532,8901,9622
42-475-32421,Bell 9H,Red Hills,Texas Energy LLC,31.505406,-103.300388,Ward,TX,Wolfcamp C,ACTIVE,2024-10-16,2024-12-21,9700,15736,6300,9418,9912
42-371-67727,Patterson 1H,Grandfalls,Texas Energy LLC,31.086211,-102.98255,Pecos,TX,Wolfcamp A,ACTIVE,2023-01-13,2023-03-13,11320,24908,13154,10934,11534
42-371-33864,Gray 7H,Red Hills,Texas Energy LLC,31.112348,-102.655829,Pecos,TX,Wolfcamp C,ACTIVE,2023-04-04,2023-05-27,10013,15722,5429,9600,10220
42-371-73916,Henderson 5H,Delaware Basin,Texas Energy LLC,30.99149,-103.579695,Pecos,TX,1st Bone Spring,ACTIVE,2022-11-16,2023-02-14,10937,16450,5878,10584,11056
42-389-90429,White 1H,Kermit,Texas Energy LLC,31.702654,-103.705152,Reeves,TX,Wolfcamp B,ACTIVE,2024-09-21,2024-11-09,12709,21168,8175,12288,12805
42-301-86208,Powell 5H,Red Hills,Texas Energy LLC,31.805196,-103.609839,Loving,TX,Avalon Shale,ACTIVE,2023-03-01,2023-04-19,10638,23943,13556,10437,10750
42-475-52631,Ward 12H,Buena Vista,Texas Energy LLC,31.287751,-103.047342,Ward,TX,Wolfcamp B,ACTIVE,2023-01-12,2023-03-16,9725,16704,7364,9433,9820
42-301-61399,Alexander 12H,Buena Vista,Texas Energy LLC,31.806644,-103.60002,Loving,TX,Wolfcamp B,ACTIVE,2024-07-07,2024-08-25,9994,17028,7238,9838,10207
42-301-57389,Adams 11H,Grandfalls,Texas Energy LLC,31.647069,-103.986951,Loving,TX,Brushy Canyon,ACTIVE,2022-11-28,2023-02-23,8949,19406,10168,8496,9192
42-475-81707,King 2H,Orla,Texas Energy LLC,31.637919,-103.336666,Ward,TX,Wolfcamp A,SHUT-IN,2022-07-13,2022-09-14,13029,28312,14860,12898,13083
42-389-40874,Diaz 10H,Culberson County,Texas Energy LLC,31.747981,-103.360793,Reeves,TX,Wolfcamp A,ACTIVE,2023-05-09,2023-07-04,9260,15533,6267,8975,9543
42-301-37049,Jenkins 3H,Delaware Basin,Texas Energy LLC,31.634101,-103.719221,Loving,TX,Wolfcamp A,ACTIVE,2023-04-05,2023-06-25,11999,17982,6124,11854,12081
42-301-35075,Sanders 6H,Loving,Texas Energy LLC,31.943437,-103.888783,Loving,TX,3rd Bone Spring,ACTIVE,2022-11-07,2023-01-16,11189,21138,9564,11054,11486
42-389-72788,Griffin 7H,Culberson County,Texas Energy LLC,31.498038,-103.156618,Reeves,TX,Bone Spring,ACTIVE,2023-12-19,2024-02-27,13001,25034,12214,12642,13148
42-109-93788,Wheeler 10V,Wink,Texas Energy LLC,31.408358,-104.562634,Culberson,TX,Wolfcamp A,ACTIVE,2022-10-16,2023-01-01,12850,19987,7579,12490,12920
42-371-40625,Resources 2H,Buena Vista,Texas Energy LLC,30.566106,-103.552451,Pecos,TX,3rd Bone Spring,ACTIVE,2022-11-24,2023-02-15,8711,16025,7453,8451,8858
42-495-76531,Flores 11H,Wink,Texas Energy LLC,31.766535,-103.193661,Winkler,TX,Brushy Canyon,SHUT-IN,2022-01-04,2022-03-06,10318,23948,13366,9953,10510
42-371-33574,Johnson 6H,Toyah,Texas Energy LLC,30.809027,-102.909619,Pecos,TX,Wolfcamp A,ACTIVE,2024-06-12,2024-07-30,12020,25423,13340,11827,12181
42-475-82127,Wheeler 3H,Culberson County,Texas Energy LLC,31.578116,-103.337452,Ward,TX,1st Bone Spring,ACTIVE,2024-02-23,2024-05-16,10293,24930,14907,10128,10461
42-389-79451,Hughes 8V,Balmorhea,Texas Energy LLC,31.593921,-103.43548,Reeves,TX,1st Bone Spring,ACTIVE,2024-11-12,2024-12-30,9893,24455,14739,9536,10045
42-389-58367,Nelson 8H,Fort Stockton,Texas Energy LLC,31.66367,-103.197749,Reeves,TX,2nd Bone Spring,SHUT-IN,2023-08-16,2023-11-04,13388,23377,9675,12947,13657
42-495-43318,Jackson 8H,Toyah,Texas Energy LLC,31.859344,-103.232909,Winkler,TX,1st Bone Spring,ACTIVE,2022-01-27,2022-03-23,9255,22723,13053,8854,9442
42-371-78085,Harrison 12H,Coyanosa,Texas Energy LLC,30.933635,-102.816178,Pecos,TX,Bone Spring,ACTIVE,2023-05-28,2023-07-14,12184,21345,9305,12040,12346
42-371-42659,Beal 1H,Toyah,Texas Energy LLC,31.26124,-103.551691,Pecos,TX,Wolfcamp A,ACTIVE,2022-02-09,2022-04-23,9474,21853,11912,9191,9693
42-389-62520,Resources 12V,Wink,Texas Energy LLC,31.141623,-103.601118,Reeves,TX,Bone Spring,ACTIVE,2024-02-25,2024-05-09,13259,24468,11523,13010,13472
42-389-38834,Brooks 12H,Reeves County,Texas Energy LLC,31.193401,-103.369275,Reeves,TX,Wolfcamp C,ACTIVE,2023-04-24,2023-06-28,8858,22691,14319,8680,8995
42-495-83311,Wilson 5H,Reeves County,Texas Energy LLC,31.77532,-103.265985,Winkler,TX,1st Bone Spring,SHUT-IN,2024-03-27,2024-06-08,12899,18454,6030,12611,13032
42-301-44323,Wallace 1V,Delaware Basin,Texas Energy LLC,31.638868,-103.94172,Loving,TX,Wolfcamp B,SHUT-IN,2024-07-22,2024-10-02,12691,27747,14989,12249,12927
42-495-88617,Washington 10H,Pecos Valley,Texas Energy LLC,32.06102,-103.460179,Winkler,TX,Wolfcamp A,ACTIVE,2022-12-24,2023-02-23,12768,27699,14615,12277,12900
42-109-66831,Morris 5V,Red Hills,Texas Energy LLC,31.823476,-104.05901,Culberson,TX,3rd Bone Spring,ACTIVE,2025-03-11,2025-05-26,9739,24216,14104,9303,9951
42-475-60641,Murphy 7V,Balmorhea,Texas Energy LLC,31.20466,-103.491879,Ward,TX,Brushy Canyon,ACTIVE,2022-04-01,2022-05-30,10116,19189,9155,9777,10278
