EVENT_ID,API_NO,WELL_NAME,FIELD,EVENT_DATE,EVENT_TYPE,EVENT_DESCRIPTION,DURATION_HOURS,COST_USD
EVT-005947,42-475-96255,King 6V,Balmorhea,2026-07-08,FAILURE,"Rod parting at depth, well dead, workover rig scheduled",363.9,633544.79
EVT-005948,42-475-96255,King 6V,Balmorhea,2026-05-30,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",274.3,184454.01
EVT-005949,42-389-85293,Powell 3H,Mentone,2024-04-21,INSPECTION,Annual safety valve inspection and function test completed,24.2,21279.5
EVT-005950,42-495-49322,Peterson 1H,Buena Vista,2025-01-29,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,14.8,20418.16
EVT-005951,42-495-49322,Peterson 1H,Buena Vista,2024-03-18,INSPECTION,Annual safety valve inspection and function test completed,20.5,10571.94
EVT-005952,42-389-56144,Cook 9H,Buena Vista,2026-03-08,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",325.0,598831.48
EVT-005953,42-389-56144,Cook 9H,Buena Vista,2024-10-22,EQUIPMENT_CHANGE,"ESP motor failure due to overheating, well shut-in pending replacement",159.2,109692.15
EVT-005954,42-389-56144,Cook 9H,Buena Vista,2025-10-15,EQUIPMENT_CHANGE,"Hole in tubing at 6500ft, severe production loss and gas migration",60.1,148471.22
EVT-005955,42-389-56144,Cook 9H,Buena Vista,2025-10-22,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",398.5,1523365.89
EVT-005956,42-389-56144,Cook 9H,Buena Vista,2025-03-09,WORKOVER,"Downhole pump seized due to severe sand production, pulling unit dispatched",266.1,1733965.28
EVT-005957,42-389-56144,Cook 9H,Buena Vista,2026-05-27,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",185.4,216808.47
EVT-005958,42-389-56144,Cook 9H,Buena Vista,2026-06-07,FAILURE,"Christmas tree valve failure, emergency well control initiated",75.7,356511.81
EVT-005959,42-475-30937,Cox 9H,Orla,2026-01-22,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,26.3,11904.16
EVT-005960,42-475-30937,Cox 9H,Orla,2026-04-07,INSPECTION,Annual safety valve inspection and function test completed,8.6,16377.73
EVT-005961,42-475-30937,Cox 9H,Orla,2025-06-29,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,33.1,15098.36
EVT-005962,42-389-86020,Fisher 6H,Fort Stockton,2026-04-09,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,28.2,21346.97
EVT-005963,42-389-86020,Fisher 6H,Fort Stockton,2024-06-22,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,21.7,20701.58
EVT-005964,42-495-74676,Campbell 8H,Culberson County,2026-04-19,INSPECTION,"Increasing water cut trend noted, zone isolation evaluation in progress",28.7,19028.01
EVT-005965,42-495-74676,Campbell 8H,Culberson County,2026-06-05,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",149.0,162666.1
EVT-005966,42-495-74676,Campbell 8H,Culberson County,2026-05-27,INSPECTION,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",15.7,1457.6
EVT-005967,42-495-74676,Campbell 8H,Culberson County,2026-05-17,FAILURE,"Increasing water cut trend noted, zone isolation evaluation in progress",411.1,296035.8
EVT-005968,42-109-74914,Sanders 3H,Toyah,2026-06-02,CHEMICAL_TREATMENT,"Sand production increasing, pump wear accelerating",24.4,6871.41
EVT-005969,42-109-74914,Sanders 3H,Toyah,2026-01-17,INSPECTION,"Gas lift valve partially plugged, reduced injection efficiency",3.3,10429.91
EVT-005970,42-109-74914,Sanders 3H,Toyah,2024-12-07,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",32.3,116418.38
EVT-005971,42-109-74914,Sanders 3H,Toyah,2026-05-05,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",68.2,33054.33
EVT-005972,42-495-53254,Richardson 1H,Wink,2026-03-26,CHEMICAL_TREATMENT,"Elevated motor temperature detected, monitoring increased frequency",11.8,12498.47
EVT-005973,42-495-53254,Richardson 1H,Wink,2026-03-21,MAINTENANCE,"Sand production increasing, pump wear accelerating",42.9,14837.15
EVT-005974,42-495-53254,Richardson 1H,Wink,2026-01-15,CHEMICAL_TREATMENT,"Scale buildup detected in tubing, chemical squeeze scheduled",2.2,5168.24
EVT-005975,42-495-53254,Richardson 1H,Wink,2025-01-03,MAINTENANCE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",11.9,24736.3
EVT-005976,42-495-53254,Richardson 1H,Wink,2026-05-30,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",16.1,145161.71
EVT-005977,42-495-53254,Richardson 1H,Wink,2026-05-07,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",51.1,253738.74
EVT-005978,42-371-49441,Cooper 7V,Ward-Estes,2024-08-13,WORKOVER,"Tubing leak detected at depth, production ceased for workover",445.9,365808.03
EVT-005979,42-371-49441,Cooper 7V,Ward-Estes,2025-12-30,WORKOVER,"Casing collapse detected during pressure test, integrity compromised",517.5,555180.36
EVT-005980,42-371-49441,Cooper 7V,Ward-Estes,2025-02-04,WORKOVER,"Severe corrosion-induced tubing failure, well flowing up annulus",165.8,1490928.66
EVT-005981,42-371-49441,Cooper 7V,Ward-Estes,2025-11-03,FAILURE,Complete ESP system failure - motor burnout and pump lockup,236.5,470966.78
EVT-005982,42-371-49441,Cooper 7V,Ward-Estes,2025-05-17,WORKOVER,Complete ESP system failure - motor burnout and pump lockup,158.0,1923643.13
EVT-005983,42-371-49441,Cooper 7V,Ward-Estes,2024-10-03,WORKOVER,"Downhole pump seized due to severe sand production, pulling unit dispatched",552.4,370071.28
EVT-005984,42-371-49441,Cooper 7V,Ward-Estes,2025-04-11,FAILURE,"VSD drive failure causing ESP shutdown, replacement ordered",56.2,164534.97
EVT-005985,42-371-49441,Cooper 7V,Ward-Estes,2026-05-30,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",98.8,437163.5
EVT-005986,42-371-49441,Cooper 7V,Ward-Estes,2026-06-07,FAILURE,"Tubing leak detected at depth, production ceased for workover",454.8,172138.38
EVT-005987,42-389-65038,Campbell 5H,Wink,2026-02-27,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,38.1,4585.65
EVT-005988,42-389-65038,Campbell 5H,Wink,2026-02-25,INSPECTION,Routine tubing pressure test and casing inspection,44.0,3502.33
EVT-005989,42-389-65038,Campbell 5H,Wink,2026-06-02,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,17.5,19513.12
EVT-005990,42-475-71781,Watson 11V,Van Horn,2026-06-14,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,31.0,22788.45
EVT-005991,42-475-94238,Owens 8H,Ward-Estes,2025-01-25,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,28.9,18191.2
EVT-005992,42-475-94238,Owens 8H,Ward-Estes,2026-02-23,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,34.2,20871.96
EVT-005993,42-475-94238,Owens 8H,Ward-Estes,2025-05-03,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,7.0,13620.9
EVT-005994,42-475-34526,Ellis 10H,Reeves County,2025-02-24,INSPECTION,Scheduled wellhead maintenance and valve replacement,45.4,8390.71
EVT-005995,42-475-34526,Ellis 10H,Reeves County,2026-01-25,INSPECTION,Scheduled wellhead maintenance and valve replacement,8.4,24976.88
EVT-005996,42-475-34526,Ellis 10H,Reeves County,2026-02-12,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,11.2,20506.39
EVT-005997,42-301-41995,Richardson 5H,Toyah,2026-04-20,EQUIPMENT_CHANGE,"VSD drive failure causing ESP shutdown, replacement ordered",149.9,263846.66
EVT-005998,42-301-41995,Richardson 5H,Toyah,2025-12-29,EQUIPMENT_CHANGE,"ESP motor failure due to overheating, well shut-in pending replacement",167.5,288182.0
EVT-005999,42-301-41995,Richardson 5H,Toyah,2026-06-21,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",133.0,768961.65
EVT-006000,42-301-41995,Richardson 5H,Toyah,2026-06-18,FAILURE,"Casing collapse detected during pressure test, integrity compromised",359.2,790153.83
EVT-006001,42-389-69741,Land Trust 4H,Imperial,2025-11-18,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,22.8,1779.96
EVT-006002,42-389-69741,Land Trust 4H,Imperial,2025-10-10,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,21.1,10051.59
EVT-006003,42-389-69741,Land Trust 4H,Imperial,2026-05-02,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,20.2,19836.38
EVT-006004,42-371-76097,Patterson 11H,Balmorhea,2024-11-22,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,21.6,23919.59
EVT-006005,42-371-76097,Patterson 11H,Balmorhea,2024-10-02,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,26.3,9711.3
EVT-006006,42-371-41753,Brooks 5H,Balmorhea,2025-07-13,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,7.1,8211.58
EVT-006007,42-371-41753,Brooks 5H,Balmorhea,2024-10-26,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,37.3,19198.3
EVT-006008,42-371-41753,Brooks 5H,Balmorhea,2025-09-26,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,14.0,24943.86
EVT-006009,42-475-39652,Edwards 6V,Imperial,2024-04-28,MAINTENANCE,Routine tubing pressure test and casing inspection,25.5,16012.11
EVT-006010,42-475-39652,Edwards 6V,Imperial,2024-01-17,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,31.8,23338.91
EVT-006011,42-475-39652,Edwards 6V,Imperial,2023-09-20,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,25.7,1670.74
EVT-006012,42-475-56485,Hughes 12H,Culberson County,2025-06-27,FAILURE,Electrical cable failure on ESP causing complete shutdown,177.3,431809.95
EVT-006013,42-475-56485,Hughes 12H,Culberson County,2025-02-11,WORKOVER,"VSD drive failure causing ESP shutdown, replacement ordered",468.4,436803.51
EVT-006014,42-475-56485,Hughes 12H,Culberson County,2026-07-09,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",309.5,241188.37
EVT-006015,42-475-56485,Hughes 12H,Culberson County,2026-06-13,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",259.3,536809.78
EVT-006016,42-371-84675,Russell 11H,Coyanosa,2025-07-20,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,25.4,23894.86
EVT-006017,42-371-84675,Russell 11H,Coyanosa,2025-10-26,INSPECTION,Scheduled wellhead maintenance and valve replacement,17.2,7850.06
EVT-006018,42-371-84675,Russell 11H,Coyanosa,2025-10-03,INSPECTION,Routine tubing pressure test and casing inspection,40.2,2238.98
EVT-006019,42-371-84675,Russell 11H,Coyanosa,2026-02-23,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,33.5,6805.0
EVT-006020,42-371-30914,State 11V,Kermit,2026-04-18,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,33.3,14844.37
EVT-006021,42-371-30914,State 11V,Kermit,2023-12-02,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,36.1,18994.84
EVT-006022,42-371-30914,State 11V,Kermit,2022-05-03,INSPECTION,Scheduled wellhead maintenance and valve replacement,30.9,9310.13
EVT-006023,42-389-84379,Alexander 7H,Kermit,2026-05-05,EQUIPMENT_CHANGE,"Rod parting at depth, well dead, workover rig scheduled",28.5,142783.22
EVT-006024,42-389-84379,Alexander 7H,Kermit,2025-11-19,FAILURE,Gas lift valve failure causing complete loss of artificial lift,396.3,792382.95
EVT-006025,42-389-84379,Alexander 7H,Kermit,2026-03-26,FAILURE,"Rod parting at depth, well dead, workover rig scheduled",283.9,295262.91
EVT-006026,42-389-84379,Alexander 7H,Kermit,2026-02-24,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",199.8,393316.28
EVT-006027,42-389-84379,Alexander 7H,Kermit,2026-05-23,EQUIPMENT_CHANGE,"ESP motor failure due to overheating, well shut-in pending replacement",29.4,211287.54
EVT-006028,42-389-84379,Alexander 7H,Kermit,2026-03-17,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",344.2,676795.01
EVT-006029,42-389-84379,Alexander 7H,Kermit,2026-01-28,FAILURE,"Downhole pump seized due to severe sand production, pulling unit dispatched",261.1,579528.29
EVT-006030,42-389-84379,Alexander 7H,Kermit,2026-03-07,FAILURE,"Christmas tree valve failure, emergency well control initiated",287.2,727498.04
EVT-006031,42-389-84379,Alexander 7H,Kermit,2026-06-02,FAILURE,"VSD drive failure causing ESP shutdown, replacement ordered",332.0,71659.89
EVT-006032,42-389-84379,Alexander 7H,Kermit,2026-06-03,FAILURE,"Tubing leak detected at depth, production ceased for workover",245.5,29110.74
EVT-006033,42-389-43076,Land Trust 9V,Mentone,2024-05-18,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,20.5,21889.12
EVT-006034,42-389-43076,Land Trust 9V,Mentone,2024-09-22,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,44.1,23807.32
EVT-006035,42-495-98337,Reynolds 5V,Toyah,2026-05-17,INSPECTION,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",23.2,3094.07
EVT-006036,42-495-98337,Reynolds 5V,Toyah,2026-06-15,MAINTENANCE,"Sand production increasing, pump wear accelerating",6.3,20460.44
EVT-006037,42-495-98337,Reynolds 5V,Toyah,2026-03-24,INSPECTION,"Scale buildup detected in tubing, chemical squeeze scheduled",23.1,16979.37
EVT-006038,42-495-98337,Reynolds 5V,Toyah,2026-02-16,INSPECTION,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",42.5,24845.69
EVT-006039,42-495-98337,Reynolds 5V,Toyah,2026-05-25,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",31.6,289840.76
EVT-006040,42-495-98337,Reynolds 5V,Toyah,2026-05-30,INSPECTION,Emulsion issues at separator requiring increased demulsifier dosage,36.7,21822.95
EVT-006041,42-495-98337,Reynolds 5V,Toyah,2026-05-01,FAILURE,"Sand production increasing, pump wear accelerating",396.0,248595.36
EVT-006042,42-389-48894,Diaz 3H,Ward-Estes,2026-04-21,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,32.0,15814.49
EVT-006043,42-389-48894,Diaz 3H,Ward-Estes,2026-01-01,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,47.9,21559.01
EVT-006044,42-389-48894,Diaz 3H,Ward-Estes,2026-05-22,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,24.2,21246.35
EVT-006045,42-389-48894,Diaz 3H,Ward-Estes,2026-04-01,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,41.7,3201.36
EVT-006046,42-109-44637,Washington 1H,Toyah,2024-07-28,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,46.5,9121.18
EVT-006047,42-109-44637,Washington 1H,Toyah,2024-12-21,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,32.8,19646.53
EVT-006048,42-109-44637,Washington 1H,Toyah,2025-03-11,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,17.9,3336.43
EVT-006049,42-109-44637,Washington 1H,Toyah,2024-01-11,INSPECTION,Routine tubing pressure test and casing inspection,38.2,24389.23
EVT-006050,42-301-48927,Ward 5H,Pecos Valley,2025-04-17,MAINTENANCE,Annual safety valve inspection and function test completed,11.8,8663.07
EVT-006051,42-301-48927,Ward 5H,Pecos Valley,2025-03-19,INSPECTION,Scheduled wellhead maintenance and valve replacement,24.0,9242.53
EVT-006052,42-301-48927,Ward 5H,Pecos Valley,2025-03-06,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,26.7,20571.93
EVT-006053,42-301-48927,Ward 5H,Pecos Valley,2025-08-07,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,45.1,16197.91
EVT-006054,42-389-50124,University 12H,Orla,2025-11-26,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,31.2,2010.71
EVT-006055,42-389-50124,University 12H,Orla,2025-06-03,INSPECTION,Annual safety valve inspection and function test completed,27.6,16962.89
EVT-006056,42-389-36765,Reynolds 10H,Delaware Basin,2025-07-25,EQUIPMENT_CHANGE,Emulsion issues at separator requiring increased demulsifier dosage,110.6,289362.82
EVT-006057,42-389-36765,Reynolds 10H,Delaware Basin,2026-01-18,EQUIPMENT_CHANGE,"Increasing water cut trend noted, zone isolation evaluation in progress",41.7,217776.23
EVT-006058,42-389-36765,Reynolds 10H,Delaware Basin,2024-07-31,INSPECTION,"Increasing water cut trend noted, zone isolation evaluation in progress",38.9,7828.63
EVT-006059,42-389-36765,Reynolds 10H,Delaware Basin,2026-04-24,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",27.1,251496.04
EVT-006060,42-389-63079,Griffin 9H,Delaware Basin,2024-07-21,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,8.5,10594.93
EVT-006061,42-389-70285,White 6H,Balmorhea,2026-03-06,INSPECTION,Scheduled wellhead maintenance and valve replacement,10.0,19161.34
EVT-006062,42-475-56805,Bell 5H,Kermit,2026-03-26,WORKOVER,"ESP motor failure due to overheating, well shut-in pending replacement",407.8,696791.91
EVT-006063,42-475-56805,Bell 5H,Kermit,2025-07-03,EQUIPMENT_CHANGE,"Christmas tree valve failure, emergency well control initiated",65.7,115509.29
EVT-006064,42-475-56805,Bell 5H,Kermit,2024-09-16,FAILURE,"ESP motor failure due to overheating, well shut-in pending replacement",364.4,229164.19
EVT-006065,42-475-56805,Bell 5H,Kermit,2026-04-02,WORKOVER,Gas lift valve failure causing complete loss of artificial lift,87.1,264859.8
